,begin_quarantine,full_quarantine,time_to_full_quarantine,strength_of_quarantine,length_of_full_quarantine,day_quit_quarantine,increase_rate_from_quit_quarantine,increase_before_drop,quarantine_enforcement
The Hague,58.825485812605464,61.861228889178705,3.0357430765732434,84.85641499814804,28.138759052032242,89.99998794121095,0.42191459628960293,8.19142857142856,61.07247895408163
Tokyo,73.14485189933647,80.66972358108593,7.524871681749454,51.89748200804256,-1.6760687799340985,78.99365480115183,-0.002608248798739235,1.7471428571428476,0.0
Toledo,19.5,20.5,1.0,84.935,74.5,95.0,1.0,-3.8200000000000074,913.97758624
Toronto,59.66055530589073,63.96221361524476,4.301658309354029,78.10291486164678,33.037850494623605,97.00006410986836,0.18781011245191134,-5.074285714285708,48.857567474048444
Toulouse,61.400287339410774,62.83559622316387,1.4353088837530923,97.34709705724356,35.30307101991149,98.13866724307536,1.8478871944340642,59.7957142857143,106.13488487654321
Toyama,82.08438182687878,88.07957812044042,5.995196293561637,63.94101180160376,24.93600807908595,113.01558619952637,1.7168124726398672,48.631428571428586,42.55516703999999
Toyohashi,81.54879420129713,87.10550369769614,5.55670949639901,50.01892992407632,12.96178318814799,100.06728688584413,0.7196533111494361,32.361428571428576,38.43296686390531
Tsukuba,79.59825477585325,86.88405247815406,7.285797702300818,50.13474977721705,26.11595333668467,113.00000581483873,1.3708943320895353,21.25999999999999,32.13589135802469
Tucson,59.941625669224095,63.955047334567624,4.013421665343532,56.70299725963551,36.009900981764275,99.9649483163319,0.3448076990669069,1.374285714285719,62.88470339506172
Tulsa,22.5,23.5,1.0,76.66499999999999,71.5,95.0,1.0,-12.754285714285714,455.3357166666666
Utrecht,58.43303370446139,61.541909444038275,3.108875739576885,79.61440288921453,17.48320691993758,79.02511636397585,0.31582463475218636,-2.4685714285714226,50.80926172839506
Utsunomiya,80.43630810448441,87.58937064931841,7.153062544834004,54.45675590886267,25.41061440272189,112.9999850520403,1.9563154994275571,32.74285714285716,33.97461824
Valencia,59.201101311444475,60.77564027029396,1.5745389588494807,153.36777096363267,36.49386496955799,97.26950523985195,0.9769352869358997,151.66571428571427,188.7527975164353
Vancouver,60.02934612840838,64.96671453085469,4.93736840244631,72.62112203845338,35.0719817737409,100.03869630459559,0.36195247741407394,-8.552857142857164,30.27089714506173
Ventura,57.51146757836673,63.90777436601909,6.396306787652361,69.16765492406327,-3.7415238248307574,60.16625054118833,0.21257157959659134,-7.847142857142856,0.0
Virginia Beach,12.5,13.5,1.0,72.165,81.5,95.0,1.0,,510.4661048185604
Waipahu,61.474763838518115,67.17691421305902,5.702150374540911,75.55642624484071,28.823089670767573,96.0000038838266,0.29212550913181456,-5.297142857142859,46.53990677764566
Washington DC,59.319562614252376,63.7927271899668,4.4731645757144225,82.94551051159725,44.207196294912634,107.99992348487943,0.20543944092982613,3.575714285714284,46.851060537190094
Yokkaichi,79.65282892374084,86.45532090438279,6.8024919806419435,60.2340612506731,20.54459883857703,106.99991974295982,0.8728270683922108,41.34857142857143,61.88225100000001
Zurich,57.765430981875646,62.36478363381814,4.599352651942491,74.89997199661104,17.970623191416543,80.33540682523468,0.6436969377419869,-0.49571428571428555,41.104683024691354
