sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Talsi Municipality,0.0,0.0,0.0,2.0,3.0,2.0,5.0,0.0,0.0,3.0,7.0,6.0,1.0,4.0,0.0,0.0,3.0,3.0,5.0,-1.0,5.0,0.0,0.0,1.0,4.0,3.0,1.0,-22.0,0.0,0.0,-26.0,-29.0,-29.0,-31.0,-31.0,0.0,0.0,-33.0,-34.0,-32.0,-29.0,-32.0,0.0,0.0,-31.0,-34.0,-34.0,-34.0,-32.0,0.0,0.0,-31.0,-33.0,-33.0,-37.0,-71.0,,,-82.0,-36.0,-32.0,-36.0,-31.0,,,-34.0,-31.0,-34.0,-29.0,-29.0,,,-30.0,-32.0,-30.0,-28.0,-70.0,,,-71.0,-25.0,-25.0,-28.0,-23.0,,,-28.0,-24.0,-23.0
Tamaulipas,4.0,3.0,9.0,8.0,7.0,6.0,10.0,4.0,4.0,10.0,9.0,5.0,6.0,13.0,6.0,5.0,11.0,8.0,8.0,8.0,14.0,6.0,4.0,-10.0,8.0,8.0,7.0,6.0,3.0,2.0,-51.0,-15.0,-19.0,-22.0,-18.0,-9.0,-12.0,-27.0,-31.0,-34.0,-36.0,-32.0,-18.0,-20.0,-36.0,-38.0,-40.0,-42.0,-39.0,-26.0,-27.0,-45.0,-48.0,-49.0,-61.0,-67.0,-46.0,-31.0,-48.0,-48.0,-48.0,-49.0,-44.0,-28.0,-25.0,-45.0,-47.0,-47.0,-48.0,-44.0,-28.0,-26.0,-46.0,-47.0,-47.0,-45.0,-59.0,-30.0,-24.0,-43.0,-46.0,-44.0,-44.0,-39.0,-22.0,-8.0,-41.0,-42.0,-42.0
Tamil Nadu,6.0,1.0,8.0,5.0,7.0,6.0,2.0,0.0,0.0,8.0,4.0,2.0,7.0,7.0,10.0,2.0,8.0,5.0,6.0,3.0,4.0,7.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,-5.0,-6.0,-7.0,-10.0,-9.0,-46.0,-29.0,-48.0,-75.0,-74.0,-74.0,-69.0,-46.0,-72.0,-72.0,-72.0,-72.0,-71.0,-64.0,-41.0,-72.0,-71.0,-71.0,-71.0,-73.0,-65.0,-41.0,-69.0,-74.0,-69.0,-69.0,-69.0,-61.0,-39.0,-66.0,-68.0,-67.0,-67.0,-67.0,-62.0,-44.0,-70.0,-71.0,-69.0,-65.0,-70.0,-58.0,-35.0,-58.0,-60.0,-57.0,-56.0,-55.0,-47.0,-25.0,-48.0,-50.0,-47.0
Taraba,12.0,2.0,3.0,1.0,5.0,-2.0,9.0,9.0,5.0,8.0,5.0,3.0,5.0,12.0,5.0,7.0,7.0,2.0,3.0,3.0,12.0,7.0,7.0,5.0,7.0,1.0,-1.0,7.0,5.0,6.0,-2.0,1.0,-2.0,1.0,8.0,6.0,4.0,-4.0,-8.0,-11.0,-14.0,-10.0,-3.0,1.0,-15.0,-17.0,-15.0,-16.0,-8.0,-16.0,-9.0,-31.0,-28.0,-30.0,-20.0,-28.0,-5.0,-7.0,-36.0,-20.0,-19.0,-22.0,-16.0,-1.0,5.0,-20.0,-16.0,-23.0,-42.0,-35.0,-6.0,-13.0,-40.0,-38.0,-25.0,-36.0,-35.0,3.0,-9.0,-33.0,-32.0,-19.0,-32.0,-25.0,-1.0,-7.0,-32.0,-31.0,-21.0
Taranaki,-2.0,-2.0,20.0,14.0,13.0,20.0,18.0,4.0,2.0,20.0,17.0,16.0,20.0,20.0,2.0,2.0,23.0,18.0,18.0,20.0,11.0,-4.0,-2.0,-64.0,18.0,19.0,23.0,22.0,3.0,2.0,20.0,16.0,16.0,20.0,16.0,-3.0,-6.0,10.0,-24.0,-43.0,-66.0,-67.0,-59.0,-51.0,-66.0,-68.0,-68.0,-66.0,-67.0,-54.0,-51.0,-65.0,-67.0,-67.0,-66.0,-84.0,-54.0,-55.0,-80.0,-68.0,-67.0,-65.0,-65.0,-47.0,-47.0,-61.0,-63.0,-62.0,-59.0,-57.0,-50.0,-42.0,-74.0,-37.0,-39.0,-36.0,-34.0,-28.0,-36.0,-35.0,-38.0,-35.0,-32.0,-30.0,-24.0,-22.0,-29.0,-30.0,-29.0
Tarapacá,-1.0,0.0,-5.0,-4.0,-3.0,-4.0,-3.0,0.0,-2.0,1.0,2.0,5.0,6.0,9.0,4.0,5.0,16.0,16.0,17.0,17.0,18.0,5.0,2.0,20.0,20.0,20.0,19.0,19.0,5.0,3.0,6.0,-1.0,-6.0,-17.0,-19.0,-26.0,-27.0,-38.0,-43.0,-43.0,-44.0,-42.0,-38.0,-37.0,-40.0,-40.0,-40.0,-41.0,-39.0,-37.0,-35.0,-38.0,-40.0,-39.0,-38.0,-68.0,-49.0,-33.0,-38.0,-39.0,-39.0,-40.0,-38.0,-34.0,-33.0,-36.0,-38.0,-37.0,-37.0,-35.0,-30.0,-30.0,-33.0,-35.0,-34.0,-33.0,-68.0,-32.0,-27.0,-30.0,-31.0,-31.0,-32.0,-31.0,-25.0,-16.0,-31.0,-32.0,-30.0
Targovishte Province,0.0,6.0,3.0,6.0,4.0,2.0,3.0,6.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,13.0,-1.0,-54.0,3.0,3.0,-13.0,10.0,17.0,-20.0,-21.0,-19.0,-3.0,-7.0,-8.0,-19.0,-30.0,-36.0,-40.0,-38.0,-39.0,-23.0,-23.0,-44.0,-48.0,-45.0,-44.0,-41.0,-24.0,-19.0,-39.0,-41.0,-42.0,-41.0,-37.0,-23.0,-24.0,-39.0,-38.0,-38.0,-36.0,-35.0,-21.0,-13.0,-36.0,-36.0,-36.0,-38.0,-62.0,-32.0,-19.0,-70.0,-36.0,-33.0,-34.0,-31.0,-13.0,-14.0,-31.0,-30.0,-31.0,-30.0,-59.0,-13.0,-21.0,-34.0,-29.0,-61.0,-30.0,-27.0,-1.0,1.0,-25.0,-26.0,-24.0
Tartu County,4.0,2.0,1.0,1.0,3.0,2.0,-1.0,0.0,-2.0,-79.0,-17.0,-17.0,-18.0,-19.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,-16.0,-16.0,-18.0,-42.0,-48.0,-49.0,-50.0,-49.0,-25.0,-26.0,-49.0,-51.0,-51.0,-53.0,-54.0,-34.0,-35.0,-53.0,-54.0,-54.0,-54.0,-54.0,-33.0,-32.0,-53.0,-54.0,-53.0,-52.0,-83.0,-39.0,-39.0,-52.0,-53.0,-52.0,-52.0,-51.0,-29.0,-28.0,-49.0,-50.0,-49.0,-49.0,-49.0,-30.0,-27.0,-47.0,-48.0,-47.0,-47.0,-80.0,-31.0,-21.0,-43.0,-44.0,-43.0,-43.0,-42.0,-20.0,-14.0,-40.0,-40.0,-39.0
Tasman,0.0,-4.0,18.0,14.0,16.0,20.0,21.0,9.0,2.0,20.0,18.0,18.0,19.0,18.0,4.0,4.0,20.0,17.0,13.0,17.0,18.0,6.0,2.0,18.0,18.0,17.0,20.0,21.0,3.0,-6.0,21.0,16.0,14.0,20.0,19.0,7.0,-2.0,9.0,-19.0,-35.0,-65.0,-65.0,-54.0,-54.0,-63.0,-66.0,-64.0,-63.0,-62.0,-46.0,-52.0,-62.0,-63.0,-64.0,-60.0,-82.0,-47.0,-62.0,-84.0,-63.0,-62.0,-61.0,-60.0,-38.0,-52.0,-59.0,-59.0,-57.0,-53.0,-50.0,-44.0,-41.0,-76.0,-31.0,-35.0,-31.0,-26.0,-23.0,-39.0,-30.0,-33.0,-31.0,-25.0,-23.0,-22.0,-27.0,-24.0,-24.0,-23.0
Tasmania,0.0,1.0,19.0,15.0,15.0,18.0,16.0,0.0,-1.0,19.0,16.0,10.0,18.0,17.0,2.0,0.0,20.0,16.0,18.0,15.0,17.0,-3.0,-2.0,-60.0,12.0,17.0,18.0,17.0,3.0,1.0,18.0,12.0,9.0,10.0,8.0,-5.0,-9.0,5.0,-3.0,-6.0,-9.0,-12.0,-24.0,-28.0,-17.0,-24.0,-25.0,-27.0,-25.0,-34.0,-33.0,-24.0,-28.0,-27.0,-27.0,-78.0,-38.0,-36.0,-73.0,-42.0,-36.0,-35.0,-34.0,-33.0,-32.0,-31.0,-32.0,-32.0,-30.0,-31.0,-40.0,-31.0,-27.0,-27.0,-28.0,-26.0,-25.0,-32.0,-28.0,-21.0,-23.0,-23.0,-22.0,-22.0,-28.0,-23.0,-19.0,-23.0,-21.0
Tauragė County,4.0,0.0,-22.0,-20.0,-20.0,-20.0,-20.0,4.0,0.0,4.0,2.0,3.0,0.0,4.0,6.0,5.0,5.0,4.0,3.0,4.0,5.0,8.0,8.0,2.0,1.0,-66.0,-1.0,-20.0,0.0,-1.0,-37.0,-43.0,-45.0,-44.0,-43.0,-25.0,-21.0,-45.0,-47.0,-47.0,-48.0,-46.0,-23.0,-23.0,-45.0,-47.0,-48.0,-48.0,-46.0,-26.0,-19.0,-44.0,-46.0,-44.0,-46.0,-46.0,-28.0,-37.0,-82.0,-47.0,-48.0,-46.0,-42.0,-16.0,-13.0,-41.0,-41.0,-42.0,-40.0,-37.0,-13.0,-8.0,-34.0,-36.0,-34.0,-34.0,-65.0,-6.0,3.0,-33.0,-33.0,-31.0,-32.0,-29.0,1.0,10.0,-31.0,-30.0,-29.0
Tavastia Proper,4.0,-3.0,-11.0,-10.0,-11.0,-12.0,-13.0,-2.0,0.0,-23.0,-23.0,-24.0,-24.0,-25.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,5.0,4.0,0.0,-1.0,-2.0,-4.0,-8.0,-4.0,-8.0,-19.0,-29.0,-38.0,-40.0,-39.0,-17.0,-18.0,-41.0,-42.0,-42.0,-42.0,-44.0,-18.0,-22.0,-44.0,-44.0,-45.0,-45.0,-44.0,-20.0,-21.0,-45.0,-45.0,-45.0,-47.0,-81.0,-23.0,-32.0,-83.0,-45.0,-45.0,-45.0,-43.0,-14.0,-18.0,-43.0,-42.0,-41.0,-42.0,-42.0,-14.0,-17.0,-41.0,-41.0,-41.0,-45.0,-81.0,-15.0,-10.0,-40.0,-39.0,-39.0,-39.0,-38.0,-5.0,-3.0,-40.0,-38.0,-38.0
Tel Aviv District,-1.0,1.0,1.0,1.0,0.0,0.0,3.0,-1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,-70.0,2.0,2.0,0.0,1.0,4.0,-1.0,-13.0,-35.0,-18.0,-5.0,-26.0,-10.0,-38.0,-43.0,-49.0,-59.0,-61.0,-62.0,-53.0,-64.0,-65.0,-65.0,-66.0,-69.0,-67.0,-59.0,-69.0,-70.0,-70.0,-70.0,-70.0,-65.0,-55.0,-70.0,-70.0,-71.0,-90.0,-94.0,-69.0,-57.0,-75.0,-75.0,-83.0,-93.0,-69.0,-58.0,-46.0,-63.0,-62.0,-62.0,-61.0,-59.0,-53.0,-42.0,-57.0,-57.0,-69.0,-91.0,-55.0,-46.0,-35.0,-49.0,-48.0,-48.0,-46.0,-44.0,-39.0,-27.0,-40.0,-40.0,-43.0,-39.0
Telangana,1.0,0.0,4.0,4.0,6.0,4.0,-26.0,-13.0,1.0,5.0,4.0,3.0,2.0,3.0,6.0,2.0,5.0,5.0,7.0,2.0,4.0,6.0,5.0,-26.0,-13.0,2.0,0.0,0.0,-5.0,-1.0,-8.0,-12.0,-12.0,-19.0,-21.0,-17.0,-55.0,-60.0,-72.0,-79.0,-75.0,-74.0,-70.0,-51.0,-72.0,-72.0,-72.0,-75.0,-71.0,-65.0,-46.0,-71.0,-71.0,-71.0,-71.0,-73.0,-67.0,-47.0,-70.0,-73.0,-69.0,-70.0,-70.0,-63.0,-46.0,-69.0,-70.0,-70.0,-71.0,-70.0,-65.0,-46.0,-69.0,-70.0,-68.0,-68.0,-71.0,-60.0,-42.0,-65.0,-65.0,-62.0,-61.0,-59.0,-55.0,-35.0,-57.0,-58.0,-56.0
Teleorman County,6.0,6.0,3.0,2.0,3.0,2.0,26.0,4.0,3.0,1.0,2.0,3.0,4.0,29.0,7.0,11.0,5.0,3.0,6.0,7.0,32.0,13.0,12.0,2.0,0.0,-15.0,-15.0,5.0,1.0,-10.0,-24.0,-25.0,-27.0,-27.0,-11.0,-9.0,-16.0,-40.0,-47.0,-44.0,-43.0,-26.0,-23.0,-24.0,-40.0,-44.0,-43.0,-42.0,-25.0,-22.0,-27.0,-40.0,-41.0,-40.0,-40.0,-22.0,-17.0,-20.0,-40.0,-41.0,-40.0,-41.0,-49.0,-28.0,-36.0,-76.0,-44.0,-37.0,-36.0,-20.0,-9.0,-12.0,-33.0,-34.0,-33.0,-32.0,-43.0,-12.0,-18.0,-36.0,-31.0,-34.0,-29.0,-10.0,2.0,3.0,-28.0,-29.0,-26.0
Telšiai County,-1.0,8.0,-18.0,-18.0,-19.0,-19.0,-18.0,-3.0,0.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,11.0,2.0,1.0,-70.0,-1.0,-19.0,-8.0,-4.0,-36.0,-43.0,-47.0,-46.0,-44.0,-28.0,-20.0,-45.0,-47.0,-48.0,-47.0,-46.0,-25.0,-24.0,-47.0,-47.0,-48.0,-49.0,-47.0,-25.0,-14.0,-45.0,-48.0,-47.0,-47.0,-47.0,-31.0,-37.0,-84.0,-47.0,-46.0,-46.0,-42.0,-17.0,-13.0,-41.0,-42.0,-41.0,-41.0,-40.0,-13.0,-8.0,-37.0,-37.0,-37.0,-36.0,-69.0,-11.0,6.0,-35.0,-34.0,-33.0,-33.0,-30.0,5.0,12.0,-33.0,-29.0,-30.0
Tennessee,152.0,78.0,-1345.0,103.0,215.0,-140.0,13.0,318.0,147.0,350.0,274.0,232.0,76.0,-42.0,302.0,294.0,347.0,-574.0,153.0,201.0,172.0,417.0,232.0,244.0,21.0,56.0,-20.0,-131.0,117.0,-291.0,-710.0,-1349.0,-1627.0,-1706.0,-1941.0,-1026.0,-1799.0,-2528.0,-3016.0,-3011.0,-3026.0,-3112.0,-1652.0,-2301.0,-2961.0,-3405.0,-3420.0,-3418.0,-3572.0,-2152.0,-2624.0,-3469.0,-3721.0,-3786.0,-3846.0,-4772.0,-2345.0,-3345.0,-3502.0,-3499.0,-3484.0,-3388.0,-3415.0,-1835.0,-2363.0,-3111.0,-3303.0,-3380.0,-3432.0,-3374.0,-1887.0,-2330.0,-2846.0,-3135.0,-3206.0,-3072.0,-3043.0,-1387.0,-1813.0,-2696.0,-2820.0,-2867.0,-2737.0,-2895.0,-1051.0,-1360.0,-2393.0,-2547.0,-2648.0
Texas,57.0,37.0,-3158.0,134.0,226.0,-7.0,363.0,479.0,60.0,762.0,475.0,577.0,423.0,432.0,399.0,330.0,720.0,413.0,256.0,383.0,286.0,313.0,-74.0,-1390.0,-1703.0,-1672.0,-1990.0,-2371.0,-395.0,-836.0,-3035.0,-3820.0,-4061.0,-4472.0,-4918.0,-2450.0,-3474.0,-4786.0,-5581.0,-5921.0,-6128.0,-6238.0,-3411.0,-4182.0,-6279.0,-6700.0,-6800.0,-7081.0,-7136.0,-4558.0,-4803.0,-6663.0,-7245.0,-7280.0,-7429.0,-9301.0,-4503.0,-5580.0,-6870.0,-6941.0,-6711.0,-6776.0,-6755.0,-3515.0,-4302.0,-6243.0,-6697.0,-6702.0,-6599.0,-6625.0,-3261.0,-3987.0,-5934.0,-6490.0,-6482.0,-6314.0,-6171.0,-2805.0,-3171.0,-5500.0,-5957.0,-5805.0,-5823.0,-5805.0,-2329.0,-2488.0,-5279.0,-5559.0,-5476.0
Tharaka-Nithi County,25.0,10.0,15.0,9.0,12.0,16.0,20.0,21.0,19.0,21.0,20.0,13.0,21.0,22.0,16.0,13.0,15.0,9.0,20.0,21.0,24.0,23.0,31.0,24.0,17.0,21.0,23.0,24.0,25.0,19.0,18.0,-13.0,-23.0,-32.0,-31.0,-33.0,-46.0,-44.0,-46.0,-46.0,-48.0,-46.0,-33.0,-50.0,-50.0,-51.0,-52.0,-43.0,-39.0,-44.0,-48.0,-46.0,-50.0,-49.0,-46.0,-51.0,-51.0,-48.0,-59.0,-50.0,-49.0,-50.0,-49.0,-40.0,-54.0,-47.0,-49.0,-49.0,-46.0,-39.0,-38.0,-51.0,-43.0,-43.0,-47.0,-44.0,-49.0,-38.0,-47.0,-48.0,-48.0,-49.0,-43.0,-40.0,-34.0,-44.0,-41.0,-39.0,-41.0
Thurgau,5.0,2.0,3.0,1.0,2.0,-2.0,-1.0,3.0,4.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-3.0,-10.0,-19.0,-24.0,-27.0,-27.0,-30.0,-36.0,-30.0,-33.0,-34.0,-34.0,-32.0,-31.0,-40.0,-34.0,-35.0,-35.0,-36.0,-34.0,-29.0,-32.0,-34.0,-36.0,-35.0,-37.0,-86.0,-24.0,-28.0,-86.0,-31.0,-30.0,-31.0,-28.0,-21.0,-26.0,-27.0,-28.0,-28.0,-28.0,-26.0,-19.0,-28.0,-24.0,-26.0,-24.0,-26.0,-70.0,-20.0,-19.0,-22.0,-25.0,-22.0,-23.0,-21.0,-11.0,-11.0,-16.0,-17.0,-17.0
Thuringia,-3.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,3.0,1.0,1.0,-1.0,-2.0,-1.0,-2.0,-1.0,2.0,-1.0,-2.0,-3.0,-2.0,-3.0,0.0,1.0,-7.0,-20.0,-23.0,-25.0,-30.0,-26.0,-26.0,-34.0,-36.0,-37.0,-37.0,-38.0,-25.0,-32.0,-36.0,-37.0,-36.0,-36.0,-37.0,-23.0,-18.0,-37.0,-38.0,-38.0,-41.0,-84.0,-17.0,-14.0,-87.0,-41.0,-39.0,-37.0,-37.0,-10.0,-12.0,-28.0,-28.0,-28.0,-28.0,-28.0,-8.0,-2.0,-25.0,-26.0,-27.0,-29.0,-82.0,-14.0,-7.0,-22.0,-21.0,-20.0,-19.0,-20.0,5.0,6.0,-21.0,-19.0,-18.0
Thurrock,-3.0,-7.0,-16.0,-15.0,-16.0,-16.0,-16.0,-2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,-1.0,-2.0,-3.0,-1.0,-3.0,-5.0,-12.0,-19.0,-23.0,-26.0,-20.0,-25.0,-41.0,-53.0,-59.0,-61.0,-63.0,-52.0,-50.0,-65.0,-66.0,-66.0,-66.0,-66.0,-51.0,-49.0,-66.0,-67.0,-67.0,-66.0,-80.0,-51.0,-55.0,-82.0,-66.0,-65.0,-65.0,-64.0,-49.0,-45.0,-63.0,-63.0,-63.0,-61.0,-61.0,-45.0,-41.0,-61.0,-63.0,-62.0,-61.0,-59.0,-41.0,-41.0,-60.0,-60.0,-59.0,-59.0,-76.0,-44.0,-37.0,-57.0,-57.0,-57.0
Ticino,-2.0,0.0,0.0,2.0,1.0,0.0,-2.0,-2.0,1.0,-18.0,-18.0,-19.0,-19.0,-18.0,-6.0,-1.0,-3.0,-2.0,-3.0,-4.0,-3.0,-3.0,-2.0,-8.0,-10.0,-13.0,-21.0,-24.0,-28.0,-36.0,-44.0,-50.0,-51.0,-81.0,-72.0,-52.0,-49.0,-59.0,-62.0,-63.0,-63.0,-62.0,-51.0,-49.0,-61.0,-62.0,-61.0,-62.0,-60.0,-51.0,-47.0,-58.0,-59.0,-59.0,-59.0,-66.0,-50.0,-44.0,-86.0,-57.0,-56.0,-57.0,-56.0,-43.0,-41.0,-52.0,-52.0,-49.0,-50.0,-49.0,-41.0,-35.0,-44.0,-46.0,-43.0,-45.0,-80.0,-33.0,-30.0,-37.0,-37.0,-35.0,-36.0,-35.0,-24.0,-20.0,-31.0,-29.0,-31.0
Tierra del Fuego Province,-4.0,-4.0,12.0,13.0,13.0,12.0,15.0,-3.0,-8.0,-56.0,-52.0,11.0,10.0,13.0,0.0,-5.0,20.0,22.0,22.0,23.0,25.0,-1.0,-4.0,11.0,23.0,21.0,21.0,24.0,-2.0,-9.0,-13.0,-43.0,-54.0,-57.0,-66.0,-61.0,-59.0,-80.0,-80.0,-71.0,-71.0,-69.0,-62.0,-59.0,-71.0,-77.0,-68.0,-69.0,-66.0,-60.0,-59.0,-67.0,-66.0,-65.0,-68.0,-78.0,-59.0,-57.0,-66.0,-66.0,-66.0,-66.0,-63.0,-53.0,-56.0,-63.0,-64.0,-62.0,-62.0,-60.0,-50.0,-54.0,-58.0,-59.0,-58.0,-57.0,-77.0,-46.0,-50.0,-54.0,-53.0,-53.0,-49.0,-45.0,-38.0,-41.0,-40.0,-41.0,-39.0
Timiș County,7.0,5.0,3.0,3.0,3.0,3.0,19.0,8.0,4.0,3.0,4.0,3.0,3.0,19.0,7.0,4.0,4.0,4.0,3.0,4.0,20.0,5.0,4.0,2.0,1.0,-12.0,-16.0,-5.0,-1.0,-6.0,-27.0,-32.0,-34.0,-36.0,-25.0,-20.0,-24.0,-44.0,-48.0,-53.0,-53.0,-44.0,-40.0,-42.0,-54.0,-55.0,-56.0,-56.0,-47.0,-40.0,-41.0,-56.0,-57.0,-56.0,-56.0,-48.0,-38.0,-41.0,-59.0,-59.0,-57.0,-60.0,-76.0,-51.0,-59.0,-88.0,-62.0,-56.0,-56.0,-47.0,-34.0,-37.0,-51.0,-51.0,-51.0,-51.0,-74.0,-39.0,-36.0,-49.0,-49.0,-48.0,-48.0,-38.0,-23.0,-25.0,-47.0,-48.0,-47.0
Tlaxcala,5.0,3.0,11.0,10.0,9.0,10.0,14.0,5.0,4.0,9.0,8.0,8.0,6.0,12.0,8.0,6.0,12.0,10.0,10.0,10.0,13.0,8.0,5.0,-19.0,9.0,9.0,10.0,6.0,5.0,2.0,-50.0,-14.0,-21.0,-22.0,-19.0,-2.0,-4.0,-29.0,-33.0,-34.0,-35.0,-31.0,-10.0,-10.0,-39.0,-41.0,-43.0,-44.0,-40.0,-18.0,-16.0,-46.0,-48.0,-49.0,-57.0,-69.0,-43.0,-22.0,-47.0,-49.0,-48.0,-48.0,-44.0,-19.0,-15.0,-46.0,-48.0,-48.0,-48.0,-44.0,-21.0,-16.0,-45.0,-47.0,-47.0,-46.0,-54.0,-20.0,-11.0,-45.0,-48.0,-46.0,-46.0,-41.0,-16.0,4.0,-43.0,-45.0,-45.0
Tochigi,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-49.0,0.0,0.0,1.0,1.0,5.0,3.0,-2.0,-1.0,-2.0,-2.0,-2.0,-1.0,-3.0,-2.0,-5.0,-3.0,-2.0,-3.0,-6.0,0.0,-2.0,-2.0,-2.0,-3.0,-48.0,-6.0,-1.0,-2.0,-3.0,-4.0,-4.0,-5.0,-4.0,-9.0,-6.0,-5.0,-7.0,-7.0,-7.0,-8.0,-8.0,-7.0,-9.0,-9.0,-11.0,-11.0,-16.0,-13.0,-13.0,-11.0,-12.0,-13.0,-14.0,-22.0,-15.0,-15.0,-16.0,-17.0,-17.0,-18.0,-21.0,-20.0,-18.0,-20.0,-57.0,-26.0,-31.0,-28.0,-26.0,-73.0,-73.0,-71.0,-24.0,-24.0,-15.0,-17.0,-14.0,-15.0,-15.0
Tokushima,4.0,0.0,1.0,0.0,-1.0,1.0,0.0,-2.0,0.0,-50.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0,-2.0,-5.0,-1.0,-2.0,-1.0,-4.0,-1.0,-4.0,-4.0,-2.0,-3.0,-7.0,-1.0,-2.0,-3.0,-4.0,-2.0,-50.0,-4.0,-1.0,-2.0,-2.0,-4.0,-4.0,-5.0,-5.0,0.0,-4.0,-5.0,-9.0,-7.0,-7.0,-6.0,-5.0,-6.0,-7.0,-8.0,-10.0,-6.0,-11.0,-12.0,-9.0,-8.0,-8.0,-8.0,-9.0,-11.0,-10.0,-8.0,-11.0,-12.0,-12.0,-12.0,-15.0,-14.0,-10.0,-12.0,-55.0,-16.0,-19.0,-17.0,-19.0,-64.0,-65.0,-63.0,-12.0,-13.0,-9.0,-12.0,-9.0,-11.0,-11.0
Tokyo,4.0,-1.0,1.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-66.0,-1.0,-1.0,-2.0,-1.0,1.0,-1.0,-5.0,-6.0,-8.0,-7.0,-8.0,-6.0,-8.0,-6.0,-10.0,-8.0,-8.0,-8.0,-11.0,-3.0,-5.0,-7.0,-7.0,-8.0,-66.0,-10.0,-5.0,-6.0,-9.0,-8.0,-10.0,-15.0,-19.0,-27.0,-16.0,-16.0,-20.0,-21.0,-22.0,-25.0,-27.0,-22.0,-27.0,-35.0,-38.0,-39.0,-37.0,-38.0,-43.0,-44.0,-45.0,-46.0,-46.0,-44.0,-36.0,-46.0,-47.0,-48.0,-48.0,-46.0,-39.0,-39.0,-46.0,-47.0,-78.0,-50.0,-51.0,-41.0,-40.0,-80.0,-81.0,-80.0,-42.0,-43.0,-33.0,-34.0,-40.0,-44.0,-44.0
Tolima,5.0,0.0,15.0,16.0,12.0,5.0,11.0,3.0,-3.0,15.0,16.0,13.0,14.0,22.0,10.0,2.0,16.0,18.0,15.0,15.0,21.0,9.0,5.0,14.0,12.0,13.0,13.0,19.0,8.0,2.0,-7.0,-9.0,-20.0,-24.0,-28.0,-71.0,-60.0,-80.0,-62.0,-71.0,-71.0,-67.0,-64.0,-56.0,-68.0,-67.0,-68.0,-68.0,-65.0,-62.0,-54.0,-67.0,-66.0,-66.0,-78.0,-80.0,-64.0,-56.0,-65.0,-64.0,-64.0,-64.0,-61.0,-58.0,-52.0,-62.0,-61.0,-62.0,-61.0,-58.0,-54.0,-49.0,-57.0,-57.0,-57.0,-56.0,-65.0,-67.0,-59.0,-52.0,-51.0,-52.0,-51.0,-45.0,-60.0,-50.0,-46.0,-45.0,-47.0
Tolmin,0.0,,-22.0,-21.0,-19.0,-24.0,-24.0,0.0,,5.0,2.0,0.0,0.0,3.0,0.0,,3.0,3.0,3.0,8.0,3.0,0.0,,2.0,8.0,0.0,0.0,-5.0,0.0,,-41.0,-46.0,-47.0,-52.0,-46.0,0.0,,-52.0,-56.0,-55.0,-56.0,-54.0,0.0,,-58.0,-54.0,-53.0,-55.0,-51.0,0.0,,-53.0,-49.0,-52.0,-52.0,-53.0,,,-84.0,-54.0,-52.0,-52.0,-49.0,,,-48.0,-43.0,-43.0,-43.0,-44.0,,,-80.0,-49.0,-51.0,-48.0,-83.0,,,-36.0,-36.0,-31.0,-30.0,-29.0,,,-31.0,-32.0,-29.0
