sub_region_1,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
North Ayrshire Council,-26.0,-16.0,6.0,-5.0,11.0,1.0,-15.0,-19.0,8.0,0.0,-1.0,9.0,7.0,3.0,3.0,-1.0,21.0,6.0,20.0,12.0,9.0,-5.0,24.0,5.0,-12.0,-1.0,-6.0,12.0,-8.0,4.0,-4.0,-17.0,-9.0,-6.0,-8.0,-19.0,-2.0,-38.0,-61.0,-65.0,-61.0,-65.0,-67.0,-59.0,-56.0,-64.0,-63.0,-65.0,-66.0,-68.0,-62.0,-60.0,-59.0,-59.0,-58.0,-61.0,-63.0,-54.0,-57.0,-61.0,-56.0,-54.0,-60.0,-58.0,-49.0,-48.0,-56.0,-50.0,-51.0,-54.0,-54.0,-53.0,-44.0,-56.0,-58.0,-55.0,-56.0,-54.0,-39.0,-48.0,-50.0,-43.0,-49.0,-53.0,-53.0,-53.0,-44.0,-52.0,-42.0
North Brabant,6.0,-5.0,5.0,5.0,4.0,3.0,15.0,58.0,36.0,3.0,-2.0,-16.0,-17.0,-15.0,-4.0,2.0,-1.0,-3.0,0.0,-4.0,0.0,2.0,-10.0,-8.0,-16.0,-20.0,-27.0,-37.0,-34.0,-41.0,-54.0,-56.0,-56.0,-62.0,-65.0,-55.0,-60.0,-69.0,-68.0,-67.0,-69.0,-66.0,-61.0,-71.0,-69.0,-66.0,-65.0,-68.0,-67.0,-58.0,-56.0,-65.0,-63.0,-61.0,-63.0,-61.0,-51.0,-57.0,-74.0,-66.0,-61.0,-61.0,-62.0,-58.0,-53.0,-62.0,-62.0,-59.0,-59.0,-59.0,-50.0,-48.0,-64.0,-64.0,-60.0,-62.0,-62.0,-54.0,-48.0,-59.0,-62.0,-55.0,-57.0,-55.0,-42.0,-49.0,-59.0,-57.0,-56.0
North Carolina,45.0,60.0,161.0,32.0,14.0,-225.0,-321.0,17.0,80.0,1.0,60.0,136.0,203.0,280.0,175.0,284.0,137.0,89.0,73.0,63.0,200.0,265.0,313.0,245.0,88.0,116.0,168.0,45.0,3.0,-80.0,-86.0,-167.0,-243.0,-312.0,-443.0,-515.0,-734.0,-759.0,-729.0,-688.0,-750.0,-988.0,-854.0,-920.0,-875.0,-977.0,-1018.0,-1002.0,-1108.0,-1058.0,-1177.0,-990.0,-829.0,-905.0,-1021.0,-1257.0,-1150.0,-1348.0,-1238.0,-948.0,-934.0,-949.0,-1013.0,-976.0,-1082.0,-1197.0,-823.0,-837.0,-1070.0,-967.0,-992.0,-918.0,-758.0,-672.0,-725.0,-922.0,-766.0,-547.0,-589.0,-585.0,-711.0,-654.0,-574.0,-755.0,-431.0,-474.0,-515.0,-492.0,-522.0
North Dakota,25.0,41.0,13.0,33.0,69.0,15.0,32.0,54.0,68.0,-5.0,23.0,36.0,29.0,51.0,61.0,38.0,21.0,19.0,50.0,24.0,30.0,52.0,47.0,25.0,42.0,75.0,15.0,21.0,-59.0,-63.0,-49.0,-29.0,-70.0,-126.0,-167.0,-228.0,-222.0,-166.0,-144.0,-178.0,-192.0,-203.0,-245.0,-261.0,-207.0,-203.0,-253.0,-322.0,-286.0,-306.0,-344.0,-247.0,-241.0,-251.0,-274.0,-281.0,-336.0,-376.0,-279.0,-273.0,-229.0,-260.0,-255.0,-308.0,-316.0,-244.0,-193.0,-197.0,-231.0,-226.0,-259.0,-272.0,-216.0,-206.0,-166.0,-185.0,-171.0,-199.0,-226.0,-181.0,-171.0,-153.0,-175.0,-176.0,-236.0,-224.0,-159.0,-138.0,-174.0
North Denmark Region,7.0,-11.0,-18.0,-11.0,-8.0,-16.0,-14.0,-12.0,3.0,3.0,2.0,1.0,5.0,11.0,8.0,4.0,4.0,2.0,3.0,6.0,4.0,7.0,-2.0,1.0,-5.0,-9.0,-36.0,-45.0,-30.0,-51.0,-46.0,-50.0,-55.0,-53.0,-58.0,-46.0,-53.0,-55.0,-55.0,-53.0,-52.0,-54.0,-48.0,-54.0,-53.0,-48.0,-50.0,-57.0,-54.0,-43.0,-42.0,-44.0,-40.0,-41.0,-56.0,-58.0,-49.0,-47.0,-59.0,-43.0,-44.0,-39.0,-40.0,-30.0,-34.0,-31.0,-27.0,-28.0,-30.0,-38.0,-28.0,-36.0,-29.0,-24.0,-28.0,-37.0,-34.0,-29.0,-30.0,-28.0,-24.0,-27.0,-22.0,-47.0,-13.0,-32.0,-24.0,-25.0,-22.0
North District,8.0,4.0,3.0,1.0,3.0,4.0,5.0,-8.0,1.0,1.0,0.0,5.0,4.0,11.0,-6.0,6.0,15.0,2.0,6.0,4.0,-5.0,0.0,6.0,0.0,3.0,3.0,-8.0,-17.0,-13.0,-14.0,-16.0,-33.0,-37.0,-42.0,-51.0,-45.0,-42.0,-39.0,-41.0,-41.0,-51.0,-52.0,-56.0,-45.0,-48.0,-46.0,-48.0,-45.0,-45.0,-48.0,-41.0,-37.0,-33.0,-55.0,-66.0,-52.0,-49.0,-41.0,-38.0,-44.0,-58.0,-41.0,-41.0,-41.0,-34.0,-33.0,-32.0,-28.0,-29.0,-35.0,-41.0,-27.0,-27.0,-30.0,-52.0,-24.0,-21.0,-23.0,-19.0,-18.0,-26.0,-18.0,-11.0,-6.0,-12.0,-7.0,-5.0,-7.0,-4.0
North East Lincolnshire,-5.0,-18.0,-6.0,3.0,2.0,-9.0,-5.0,-1.0,0.0,0.0,6.0,-4.0,3.0,1.0,3.0,-3.0,0.0,8.0,6.0,-3.0,1.0,11.0,6.0,0.0,3.0,4.0,1.0,-2.0,-5.0,-10.0,-2.0,-10.0,-13.0,-16.0,-11.0,-20.0,-23.0,-35.0,-53.0,-52.0,-55.0,-55.0,-62.0,-68.0,-58.0,-53.0,-58.0,-56.0,-60.0,-59.0,-55.0,-59.0,-53.0,-53.0,-55.0,-63.0,-54.0,-58.0,-73.0,-52.0,-48.0,-54.0,-54.0,-55.0,-41.0,-49.0,-51.0,-48.0,-50.0,-47.0,-51.0,-44.0,-47.0,-47.0,-53.0,-48.0,-49.0,-51.0,-40.0,-47.0,-42.0,-45.0,-41.0,-56.0,-54.0,-58.0,-47.0,-47.0,-45.0
North Holland,0.0,-7.0,-4.0,-6.0,-5.0,-5.0,-3.0,0.0,-5.0,4.0,4.0,2.0,5.0,3.0,0.0,0.0,-2.0,-5.0,-4.0,-4.0,-3.0,-1.0,-7.0,-7.0,-9.0,-10.0,-12.0,-27.0,-32.0,-39.0,-50.0,-57.0,-60.0,-65.0,-66.0,-64.0,-69.0,-70.0,-71.0,-71.0,-72.0,-72.0,-73.0,-78.0,-75.0,-72.0,-73.0,-74.0,-74.0,-71.0,-71.0,-72.0,-70.0,-68.0,-70.0,-71.0,-67.0,-73.0,-82.0,-72.0,-69.0,-70.0,-70.0,-70.0,-70.0,-70.0,-69.0,-66.0,-67.0,-67.0,-68.0,-67.0,-74.0,-71.0,-67.0,-69.0,-69.0,-67.0,-67.0,-68.0,-71.0,-63.0,-65.0,-63.0,-58.0,-68.0,-67.0,-66.0,-65.0
North Kalimantan,-12.0,5.0,-1.0,7.0,0.0,1.0,2.0,-2.0,-2.0,-1.0,11.0,-2.0,-4.0,-4.0,0.0,5.0,2.0,2.0,-4.0,1.0,1.0,-5.0,5.0,0.0,3.0,0.0,2.0,-4.0,1.0,4.0,0.0,-3.0,-6.0,-10.0,-12.0,-22.0,-21.0,-27.0,-30.0,-41.0,-32.0,-30.0,-38.0,-37.0,-33.0,-32.0,-33.0,-42.0,-41.0,-48.0,-50.0,-43.0,-43.0,-43.0,-45.0,-57.0,-55.0,-49.0,-45.0,-39.0,-40.0,-41.0,-42.0,-50.0,-39.0,-41.0,-37.0,-38.0,-42.0,-46.0,-60.0,-64.0,-55.0,-53.0,-59.0,-56.0,-62.0,-61.0,-62.0,-55.0,-53.0,-56.0,-59.0,-51.0,-57.0,-58.0,-47.0,-46.0,-48.0
North Karelia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.0,0.0,-58.0,0.0,0.0,0.0,0.0,-63.0,0.0,-55.0,0.0,0.0,0.0,0.0,-54.0,0.0,-49.0,-30.0,-20.0,-22.0,-34.0,-45.0,0.0,-50.0,-22.0,-14.0,-15.0,-17.0,-58.0,0.0,-45.0,0.0,0.0,-17.0,-31.0,-34.0,0.0,-34.0,-37.0,-24.0,-20.0
North Lanarkshire,-17.0,-7.0,-2.0,0.0,-3.0,-3.0,-4.0,-15.0,-3.0,-3.0,0.0,1.0,1.0,4.0,1.0,-6.0,2.0,1.0,6.0,4.0,7.0,-1.0,6.0,1.0,-3.0,-1.0,-5.0,-2.0,-9.0,-10.0,-9.0,-22.0,-29.0,-30.0,-29.0,-39.0,-25.0,-43.0,-58.0,-65.0,-65.0,-65.0,-64.0,-56.0,-62.0,-62.0,-65.0,-66.0,-64.0,-61.0,-54.0,-62.0,-58.0,-62.0,-62.0,-63.0,-54.0,-44.0,-64.0,-60.0,-57.0,-60.0,-57.0,-53.0,-43.0,-56.0,-56.0,-58.0,-58.0,-56.0,-51.0,-45.0,-56.0,-57.0,-60.0,-58.0,-54.0,-48.0,-39.0,-53.0,-52.0,-49.0,-53.0,-53.0,-50.0,-52.0,-49.0,-53.0,-51.0
North Lincolnshire,-9.0,-21.0,-9.0,-2.0,-7.0,-5.0,-2.0,-1.0,-1.0,-5.0,1.0,2.0,4.0,-2.0,5.0,-5.0,5.0,2.0,4.0,6.0,3.0,15.0,0.0,-4.0,2.0,3.0,3.0,0.0,-3.0,-16.0,-2.0,-2.0,-14.0,-6.0,-11.0,-10.0,-3.0,-23.0,-38.0,-39.0,-40.0,-47.0,-55.0,-58.0,-52.0,-45.0,-54.0,-46.0,-50.0,-47.0,-45.0,-48.0,-42.0,-43.0,-45.0,-55.0,-42.0,-48.0,-67.0,-38.0,-42.0,-42.0,-44.0,-48.0,-42.0,-43.0,-42.0,-38.0,-40.0,-41.0,-34.0,-41.0,-40.0,-43.0,-46.0,-40.0,-41.0,-31.0,-40.0,-35.0,-35.0,-29.0,-30.0,-48.0,-28.0,-52.0,-37.0,-32.0,-29.0
North Maluku,-11.0,8.0,-10.0,-3.0,-10.0,-13.0,-10.0,-12.0,-4.0,-2.0,-14.0,-11.0,-14.0,-13.0,-18.0,-9.0,-16.0,-20.0,-17.0,-13.0,-16.0,-15.0,-14.0,-2.0,-10.0,-16.0,-14.0,-11.0,-18.0,-7.0,-3.0,-5.0,-18.0,-25.0,-23.0,-27.0,-32.0,-22.0,-35.0,-44.0,-44.0,-43.0,-44.0,-47.0,-37.0,-43.0,-48.0,-44.0,-34.0,-40.0,-44.0,-34.0,-43.0,-43.0,-41.0,-48.0,-50.0,-48.0,-37.0,-40.0,-49.0,-50.0,-43.0,-46.0,-44.0,-41.0,-40.0,-31.0,-38.0,-50.0,-57.0,-50.0,-44.0,-55.0,-51.0,-49.0,-55.0,-56.0,-56.0,-46.0,-49.0,-50.0,-52.0,-49.0,-49.0,-49.0,-34.0,-39.0,-33.0
North Rhine-Westphalia,11.0,3.0,2.0,3.0,2.0,11.0,-4.0,12.0,5.0,-12.0,-8.0,-8.0,-5.0,-2.0,-1.0,-2.0,-3.0,-3.0,-5.0,-7.0,-7.0,0.0,-6.0,-7.0,-10.0,-10.0,-9.0,-15.0,-19.0,-18.0,-28.0,-35.0,-41.0,-48.0,-55.0,-56.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-54.0,-70.0,-56.0,-52.0,-52.0,-55.0,-58.0,-50.0,-44.0,-50.0,-51.0,-50.0,-49.0,-68.0,-46.0,-46.0,-73.0,-53.0,-50.0,-48.0,-50.0,-48.0,-44.0,-44.0,-44.0,-43.0,-42.0,-45.0,-39.0,-37.0,-41.0,-46.0,-43.0,-39.0,-68.0,-42.0,-36.0,-39.0,-37.0,-36.0,-36.0,-37.0,-27.0,-39.0,-38.0,-35.0,-36.0
North Santander,-17.0,-23.0,-1.0,-6.0,-5.0,-8.0,5.0,-11.0,-18.0,-1.0,-13.0,-9.0,-1.0,4.0,-7.0,-11.0,-7.0,-1.0,-3.0,4.0,12.0,-7.0,-15.0,-7.0,-10.0,-9.0,-11.0,-4.0,-15.0,-28.0,-10.0,-29.0,-35.0,-37.0,-46.0,-74.0,-70.0,-76.0,-58.0,-84.0,-84.0,-83.0,-86.0,-87.0,-84.0,-87.0,-84.0,-82.0,-83.0,-88.0,-90.0,-88.0,-86.0,-85.0,-90.0,-90.0,-90.0,-93.0,-86.0,-82.0,-82.0,-83.0,-81.0,-87.0,-88.0,-81.0,-84.0,-81.0,-83.0,-82.0,-86.0,-90.0,-83.0,-81.0,-81.0,-83.0,-85.0,-82.0,-88.0,-79.0,-78.0,-79.0,-76.0,-78.0,-81.0,-84.0,-77.0,-79.0,-78.0
North Sinai Governorate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Somerset,-15.0,-2.0,10.0,14.0,14.0,2.0,10.0,2.0,5.0,9.0,10.0,12.0,8.0,6.0,3.0,1.0,5.0,4.0,5.0,2.0,9.0,3.0,6.0,4.0,0.0,7.0,-4.0,-5.0,-13.0,-28.0,-17.0,-30.0,-36.0,-47.0,-50.0,-57.0,-64.0,-63.0,-70.0,-72.0,-78.0,-81.0,-85.0,-88.0,-82.0,-78.0,-78.0,-82.0,-83.0,-83.0,-87.0,-81.0,-78.0,-75.0,-79.0,-85.0,-82.0,-87.0,-86.0,-77.0,-75.0,-79.0,-86.0,-85.0,-83.0,-80.0,-74.0,-70.0,-77.0,-78.0,-76.0,-81.0,-77.0,-79.0,-70.0,-76.0,-76.0,-74.0,-81.0,-75.0,-71.0,-63.0,-71.0,-77.0,-73.0,-84.0,-75.0,-68.0,-65.0
North Sulawesi,6.0,0.0,6.0,1.0,1.0,7.0,11.0,5.0,2.0,7.0,-2.0,2.0,3.0,14.0,4.0,3.0,6.0,3.0,6.0,13.0,6.0,9.0,5.0,19.0,6.0,6.0,9.0,10.0,4.0,0.0,3.0,0.0,-10.0,-14.0,-17.0,-18.0,-33.0,-31.0,-30.0,-41.0,-36.0,-40.0,-35.0,-42.0,-40.0,-36.0,-45.0,-44.0,-47.0,-50.0,-50.0,-48.0,-49.0,-52.0,-46.0,-64.0,-59.0,-62.0,-54.0,-54.0,-57.0,-52.0,-54.0,-57.0,-59.0,-53.0,-54.0,-56.0,-55.0,-56.0,-64.0,-69.0,-63.0,-64.0,-64.0,-61.0,-67.0,-64.0,-69.0,-61.0,-61.0,-63.0,-65.0,-64.0,-63.0,-66.0,-59.0,-59.0,-64.0
North Sumatra,-5.0,-2.0,-2.0,-4.0,0.0,-1.0,-2.0,-2.0,-3.0,0.0,0.0,1.0,-3.0,-2.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-7.0,-4.0,-6.0,-6.0,-12.0,-19.0,-25.0,-35.0,-30.0,-31.0,-39.0,-38.0,-42.0,-45.0,-50.0,-42.0,-39.0,-41.0,-43.0,-46.0,-48.0,-54.0,-47.0,-47.0,-46.0,-45.0,-55.0,-53.0,-57.0,-48.0,-47.0,-47.0,-50.0,-53.0,-50.0,-54.0,-46.0,-45.0,-43.0,-43.0,-55.0,-57.0,-63.0,-55.0,-55.0,-55.0,-52.0,-59.0,-55.0,-63.0,-52.0,-53.0,-49.0,-59.0,-54.0,-54.0,-60.0,-51.0,-49.0,-48.0
North West,-23.0,-25.0,-22.0,-23.0,-22.0,-25.0,-29.0,-33.0,-42.0,-33.0,-14.0,-22.0,-15.0,-8.0,-17.0,-10.0,-19.0,-18.0,-14.0,-12.0,-18.0,-17.0,-23.0,-28.0,-27.0,-23.0,-24.0,-24.0,-17.0,-27.0,-25.0,-26.0,-22.0,-16.0,-19.0,-25.0,-35.0,-30.0,-20.0,25.0,16.0,-65.0,-67.0,-63.0,-64.0,-56.0,-54.0,-60.0,-67.0,-66.0,-58.0,-62.0,-59.0,-58.0,-60.0,-71.0,-62.0,-69.0,-68.0,-65.0,-52.0,-53.0,-60.0,-66.0,-64.0,-66.0,-58.0,-57.0,-57.0,-57.0,-61.0,-63.0,-69.0,-59.0,-58.0,-54.0,-51.0,-45.0,-32.0,-36.0,-38.0,-37.0,-31.0,-50.0,-47.0,-51.0,-52.0,-45.0,-50.0
North Yorkshire,-11.0,5.0,8.0,6.0,4.0,3.0,6.0,0.0,14.0,-2.0,3.0,1.0,3.0,3.0,-4.0,5.0,3.0,3.0,4.0,4.0,11.0,6.0,13.0,1.0,1.0,2.0,-1.0,2.0,-3.0,6.0,-3.0,-10.0,-20.0,-17.0,-25.0,-32.0,-31.0,-38.0,-53.0,-59.0,-62.0,-65.0,-74.0,-74.0,-68.0,-65.0,-67.0,-67.0,-67.0,-70.0,-69.0,-65.0,-60.0,-63.0,-62.0,-71.0,-67.0,-71.0,-76.0,-60.0,-61.0,-61.0,-63.0,-66.0,-62.0,-58.0,-57.0,-57.0,-57.0,-58.0,-59.0,-61.0,-56.0,-56.0,-60.0,-55.0,-57.0,-57.0,-58.0,-55.0,-50.0,-49.0,-47.0,-62.0,-56.0,-65.0,-54.0,-49.0,-49.0
Northamptonshire,-5.0,0.0,4.0,1.0,1.0,-1.0,4.0,7.0,16.0,-1.0,2.0,-1.0,-2.0,1.0,3.0,19.0,1.0,-2.0,-1.0,-3.0,4.0,4.0,3.0,-2.0,0.0,-6.0,-7.0,-6.0,-11.0,-12.0,-11.0,-17.0,-24.0,-25.0,-27.0,-35.0,-34.0,-35.0,-48.0,-55.0,-59.0,-61.0,-69.0,-71.0,-63.0,-62.0,-64.0,-63.0,-64.0,-66.0,-67.0,-63.0,-59.0,-60.0,-59.0,-68.0,-67.0,-68.0,-75.0,-58.0,-59.0,-59.0,-61.0,-67.0,-63.0,-57.0,-55.0,-55.0,-55.0,-55.0,-60.0,-59.0,-55.0,-61.0,-58.0,-59.0,-56.0,-58.0,-61.0,-53.0,-51.0,-50.0,-50.0,-62.0,-56.0,-65.0,-53.0,-48.0,-48.0
Northern Borders Province,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Cape,0.0,0.0,-6.0,9.0,0.0,10.0,12.0,0.0,0.0,-10.0,2.0,4.0,6.0,18.0,0.0,0.0,8.0,0.0,9.0,2.0,12.0,0.0,0.0,-4.0,2.0,4.0,-4.0,6.0,0.0,0.0,-12.0,-11.0,-17.0,-28.0,-20.0,0.0,0.0,-35.0,-41.0,-45.0,-48.0,-80.0,0.0,0.0,-78.0,-74.0,-74.0,-78.0,-82.0,0.0,-70.0,-80.0,-70.0,-72.0,-74.0,-82.0,0.0,-76.0,-84.0,-78.0,-70.0,-72.0,-72.0,0.0,-73.0,-73.0,-72.0,-68.0,-72.0,-69.0,0.0,-70.0,-76.0,-66.0,-64.0,-67.0,-73.0,0.0,-67.0,-55.0,-52.0,-55.0,-59.0,-57.0,0.0,-68.0,-60.0,-59.0,-64.0
Northern Ostrobothnia,13.0,3.0,6.0,2.0,2.0,0.0,6.0,14.0,10.0,4.0,8.0,5.0,4.0,10.0,16.0,-1.0,-8.0,-12.0,-13.0,-15.0,-14.0,4.0,3.0,2.0,0.0,-1.0,-5.0,-19.0,-14.0,-30.0,-28.0,-39.0,-42.0,-45.0,-46.0,-32.0,-50.0,-46.0,-48.0,-49.0,-47.0,-50.0,-44.0,-55.0,-49.0,-56.0,-52.0,-55.0,-56.0,-44.0,-52.0,-50.0,-51.0,-50.0,-47.0,-63.0,-41.0,-67.0,-66.0,-49.0,-55.0,-50.0,-55.0,-51.0,-52.0,-46.0,-46.0,-46.0,-50.0,-49.0,-47.0,-55.0,-44.0,-46.0,-42.0,-37.0,-59.0,-48.0,-52.0,-39.0,-39.0,-41.0,-41.0,-41.0,-34.0,-48.0,-44.0,-36.0,-40.0
Northern Savonia,6.0,9.0,6.0,2.0,5.0,5.0,4.0,7.0,11.0,-3.0,9.0,8.0,0.0,3.0,16.0,-1.0,-10.0,-18.0,-20.0,-19.0,-20.0,-2.0,7.0,-1.0,-2.0,-10.0,-7.0,-21.0,-17.0,-20.0,-25.0,-35.0,-38.0,-45.0,-46.0,-34.0,-44.0,-46.0,-44.0,-46.0,-46.0,-52.0,-40.0,-53.0,-48.0,-51.0,-47.0,-52.0,-56.0,-43.0,-50.0,-49.0,-43.0,-42.0,-46.0,-68.0,-41.0,-64.0,-62.0,-43.0,-45.0,-46.0,-52.0,-45.0,-47.0,-49.0,-42.0,-45.0,-49.0,-53.0,-38.0,-48.0,-43.0,-45.0,-46.0,-39.0,-62.0,0.0,-49.0,-39.0,-37.0,-41.0,-41.0,-43.0,-35.0,-31.0,-52.0,-35.0,-38.0
Northern Territory,-3.0,-2.0,8.0,4.0,0.0,4.0,6.0,-2.0,7.0,11.0,6.0,5.0,4.0,5.0,-10.0,-2.0,8.0,8.0,4.0,7.0,2.0,-4.0,-7.0,1.0,4.0,3.0,4.0,-2.0,-10.0,-9.0,-4.0,-6.0,-8.0,-7.0,-10.0,-21.0,-18.0,-10.0,-21.0,-28.0,-31.0,-39.0,-47.0,-55.0,-43.0,-40.0,-43.0,-46.0,-45.0,-52.0,-58.0,-47.0,-48.0,-44.0,-41.0,-67.0,-54.0,-57.0,-63.0,-45.0,-43.0,-43.0,-42.0,-39.0,-48.0,-39.0,-40.0,-35.0,-34.0,-36.0,-42.0,-42.0,-35.0,-29.0,-33.0,-34.0,-33.0,-32.0,-37.0,-45.0,-30.0,-28.0,-29.0,-26.0,-29.0,-35.0,-33.0,-26.0,-28.0
Northland,-27.0,-31.0,-17.0,-13.0,-29.0,-12.0,-21.0,-29.0,-24.0,-15.0,-15.0,-16.0,-15.0,-19.0,-27.0,-22.0,-30.0,-23.0,-21.0,-25.0,-26.0,-35.0,-33.0,-22.0,-32.0,-25.0,-19.0,-28.0,-36.0,-31.0,-30.0,-30.0,-29.0,-27.0,-40.0,-42.0,-53.0,-48.0,-53.0,-61.0,-83.0,-86.0,0.0,0.0,0.0,-85.0,-86.0,-87.0,-86.0,0.0,-86.0,-87.0,-83.0,-86.0,-87.0,0.0,0.0,0.0,-89.0,-87.0,-86.0,0.0,-86.0,-93.0,0.0,-87.0,-85.0,-83.0,-89.0,-88.0,-89.0,-87.0,-89.0,-76.0,-78.0,-74.0,-74.0,-81.0,-90.0,-76.0,-68.0,-74.0,-68.0,-68.0,-78.0,-74.0,-76.0,-69.0,-69.0
Northumberland,-7.0,-4.0,0.0,-1.0,-3.0,-5.0,-3.0,-5.0,2.0,-8.0,3.0,0.0,2.0,1.0,2.0,-4.0,2.0,2.0,-1.0,8.0,3.0,3.0,4.0,6.0,-3.0,-3.0,-2.0,-3.0,0.0,0.0,0.0,-12.0,-15.0,-14.0,-19.0,-25.0,-17.0,-33.0,-51.0,-50.0,-56.0,-58.0,-64.0,-61.0,-57.0,-56.0,-57.0,-57.0,-57.0,-53.0,-52.0,-53.0,-44.0,-48.0,-48.0,-57.0,-51.0,-58.0,-65.0,-50.0,-48.0,-50.0,-50.0,-52.0,-44.0,-47.0,-47.0,-47.0,-47.0,-48.0,-45.0,-41.0,-45.0,-45.0,-53.0,-46.0,-47.0,-42.0,-46.0,-43.0,-41.0,-36.0,-37.0,-52.0,-40.0,-54.0,-38.0,-41.0,-34.0
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,-20.0,0.0,0.0,0.0,-51.0,-50.0,-53.0,-55.0,-48.0,-49.0,-59.0,-54.0,-48.0,-50.0,-60.0,-57.0,-54.0,-62.0,-56.0,-50.0,-47.0,-52.0,-60.0,-49.0,-62.0,-63.0,-57.0,-55.0,-55.0,-52.0,-54.0,-62.0,-56.0,-62.0,-51.0,-56.0,-53.0,-60.0,-66.0,-53.0,-48.0,-39.0,-39.0,-28.0,0.0,0.0,-35.0,-22.0,0.0,-37.0,-31.0,0.0,0.0,-37.0,-32.0,-31.0
Nottingham,-9.0,-15.0,-2.0,-3.0,-7.0,-7.0,0.0,8.0,-6.0,0.0,0.0,-3.0,2.0,2.0,3.0,2.0,1.0,-2.0,-2.0,-1.0,9.0,3.0,-2.0,0.0,-1.0,-6.0,-6.0,-8.0,-14.0,-24.0,-16.0,-30.0,-41.0,-41.0,-46.0,-54.0,-56.0,-57.0,-69.0,-73.0,-74.0,-76.0,-79.0,-80.0,-77.0,-76.0,-78.0,-78.0,-76.0,-76.0,-76.0,-76.0,-75.0,-76.0,-76.0,-80.0,-76.0,-78.0,-83.0,-75.0,-75.0,-74.0,-76.0,-77.0,-73.0,-73.0,-75.0,-74.0,-74.0,-73.0,-72.0,-74.0,-73.0,-77.0,-76.0,-75.0,-74.0,-71.0,-73.0,-71.0,-72.0,-71.0,-69.0,-74.0,-70.0,-76.0,-71.0,-70.0,-71.0
